Product ID,Product Name,Category,Brand,Materials,Manufacturing Location,Water Usage (L),Carbon Footprint (kg),Energy Consumption (kWh),Environmental Impact Score
P1018,Maybelline Velvet Matte Lipstick - Bare It All,beauty,MAYBELLINE go,plastic,China,0.16539455809042508,0.06516499444210325,0.6281144027725829,0.38513291269478833
P0630,Maybelline New York Color Sensational Lipstick - Pink Shock,beauty,MAYBELLINE NEW YORK,plastic,China,0.4712564987770439,0.37404080670862927,0.4039543117231073,0.8655993484209228
P1345,Pony Pure Lipgloss 429 Biker Girl,beauty,PONY,plastic,China,0.19239508642782416,0.03146701294275915,0.09638212472799289,0.1864107263258183
P0097,Women'S Nightdress,beauty,MAYBELLINE,"plastic, polyester",China,0.451471375925424,0.05484188258792223,0.23698909696188591,0.3192099266874275
P0265,L'Oreal Paris Nude Magique Bb Cream,beauty,L'OREAL PARIS,plastic,China,0.1580485646290326,0.03657543846731668,0.19226412365841244,0.39043553001558634
P1250,Maybelline - New York - Superstay Ink Crayon Matte Liquid Lipstick - 050 - Red,beauty,MAYBELLINE,polyethylene terephthalate,China,0.3361810033430996,0.14059995895445596,0.3062344596789313,0.5035421188633086
P0238,"Maybelline New York, Lipstick, Nude Illusion, Nude Illusion, 310 Illuminating Nude, 310 Illuminating Nude",beauty,MAYBELLINE NEW YORK,plastic,China,0.48712090220174914,0.09698252328472187,0.36525060935183573,0.9357697037976791
P0169,Vaseline Original Petroleum Jelly,beauty,VASELINE,polyethylene,USA,0.3015539508182981,0.2561628602216508,0.38470779561466034,0.6476801010915525
P0042,Cetaphil Gentle Skin Cleanser,beauty,CETAPHIL,paraffin wax,China,0.17035251516765823,0.2391924812235195,0.0977433360673238,0.9313267205408851
P0990,Lush Naughty Nice,beauty,LUSH,"organic coconut oil, organic cotton",China,0.4826838226656964,0.041760590239095084,0.4856760304064408,0.23279412071886663
P0451,Maybelline Lipstick,beauty,MAYBELLINE image,plastic,China,0.49146918331469613,0.210832700031054,0.6246449012969095,0.6509854389945736
P0770,Maybelline Baby Lips Moisturizing Lip Balm,beauty,MAYBELLINE,polypropylene,USA,0.25293897826258355,0.0039041680562454687,0.21012817282697588,0.6447061457366916
P0402,Maybelline New York Volum' Express The Falsies Waterproof Mascara,beauty,MAYBELLINE NEW YORK,"nylon, plastic",China,0.24742807111014567,0.11819049655503162,0.11458547243484138,0.5487384678680218
P0348,Perfectly Matte Liquid Lipstick - Nude Pink,beauty,MAYBELLINE,"cyclohexasiloxane, polypropylene",China,0.49804074437756657,0.06330212858010861,0.07578773947375875,0.18585813827613346
P0076,Maybelline New York Color Sensational Lipstick,beauty,MAYBELLINE NEW YORK,"plastic, synthetic",China,0.2520862434054289,0.006513395897390178,0.21722340763710754,0.1398258335218674
P0225,Maybelline Lipstick Creamy Matte Lipstick,beauty,MAYBELLINE,"polyethylene, polypropylene",Italy,0.13977853925393974,0.10168687316456351,0.2294447747115235,0.7499985097955593
P0232,E.L.F. 16 Hr Camo Concealer,beauty,E.L.F. COSMETICS,"glass, plastic",China,0.21565810422143403,0.09492609022294693,0.15960991071767539,0.3432143002508275
P0402,Maybelline New York Volum' Express The Falsies Waterproof Mascara,beauty,MAYBELLINE NEW YORK,"nylon, plastic",China,0.20764928643552205,0.15102921166485683,0.18970335561234045,0.5604617614236792
P9634,Maybelline Color Sensational The Buffs Lipstick,beauty,MAYBELLINE NEW YORK,plastic,China,0.2769500976574455,0.03060879058192188,0.9250461297316626,0.6841457060361028
P2758,"Maybelline Volum' Express The Rocket Mascara, Black Waterproof 0.33Oz",beauty,MAYBELLINE,"cotton, plastic",USA,0.5379583744245112,0.039506798785973456,0.15268677380335327,0.6316728673503554
P0877,Maybelline Volum' Express The Colossal Mascara,beauty,MAYBELLINE,"plastic, polyurethane film",China,0.647399985072851,0.09240891708766466,0.3515657492007504,0.11516668984799333
P0133,Maybelline New York Leo Juicy Plum,fashion,MAYBELLINE NEW YORK,cotton,China,0.17751537857363256,0.44281359336299736,0.33031093450600596,0.3767657775799715
P0585,Lipstick,beauty,MAYBELLINE,"plastic, polyethylene",China,0.40449901676770705,0.08349407481734786,0.36095944385474843,0.26128449066295234
P1248,Maybelline Lipstick - Plum Pure,beauty,MAYBELLINE sell,"plastic, wood",China,0.2836050492116601,0.37358095304576067,0.2961165309382289,0.2397930787977017
P0439,Naked Cherry Eyeshadow Palette,beauty,URBAN DECAY arm,"plastic, polypropylene",China,0.0376364923319935,0.9721984267633167,0.44484080676105076,0.28516034354657904
P1257,Maybelline Lipstick,beauty,MAYBELLINE,"metal, plastic",China,0.7132581913943343,0.07362374692110384,0.7365191443585075,0.29408642378025907
P1211,Classic Nude Lipstick- 125 Creme De La Creme,fashion,MAYBELLINE,plastic,China,0.30240460563237836,0.3494930315791356,0.3025908988751178,0.6580096027465089
P0578,Mega Gloss Lipstick,beauty,MAYBELLINE him,"polypropylene, propylene glycol",Mexico,0.646172942957033,0.026165934237299484,0.2647036964495809,0.149358670765785
P0474,Maybelline New York Super Stay Matte Ink Liquid Lipstick,beauty,MAYBELLINE NEW YORK,"pet, polypropylene",China,0.19995225339573314,0.011216435233582723,0.3165014303200714,0.8672714842500469
P0091,Maybelline Matte Lipstick,beauty,MAYBELLINE,plastic,China,0.7322154660520962,0.3255018079198758,0.35731574742540545,0.8117323163150765
P1259,H&M T-Shirt,fashion,H&M,"cotton, polyester",China,0.5422373214717723,0.2351261015662802,0.29803254120459827,0.3433017270523612
P0131,Maybelline New York Tinted Lips Balm,beauty,MAYBELLINE,plastic,China,0.7742444391114666,0.09706650273736543,0.3946017776197672,0.5365382180336143
P1113,Garnier Skin Naturals Bb Cream Fair To Light,beauty,GARNIER,"glycerin, water",China,0.3117705458066199,0.0910530620242958,0.7257174733526947,0.32785713064680655
P0180,Fresh Sugar Lip Treatment Spf 15,fashion,CLARKS,leather,China,0.01612991708491958,0.5380307565498872,0.02968231545946593,0.5369245264991714
P0276,Maybelline Super Stay Matte Ink Liquid Lipstick,beauty,MAYBELLINE,plastic,China,0.15943551033849035,0.07415902700734203,0.6272802808832023,0.36836303319635394
P1361,H&M Collared Shirt Red 66321/57,fashion,H&M,cotton,Indonesia,0.6673776395235148,0.10426846763115849,0.14895758985029595,0.7213277803101131
P0031,"L'Oreal Paris True Match Super Blendable Highlighting Concealer (3,380)",beauty,L'OREAL,"plastic, polyethylene",China,0.3546501865275684,0.0381880983842747,0.41350375841708104,0.4180664303525095
P0112,Maybelline Lipstick - Brown,beauty,MAYBELLINE,plastic,China,0.3602149846497377,0.4879256421598526,0.39549049022327454,0.7008957447147346
P0138,Maybelline Super Stay Ink Crayon Lipstick,beauty,MAYBELLINE,polypropylene,China,0.040673650794462134,0.07209997896176344,0.23171442157818334,0.6935082837520752
P0493,Maybelline Superstay Matte Ink Liquid Lipstick,fashion,MAYBELLINE NEW YORK,polypropylene,China,0.19494354817577683,0.06539736956302597,0.3645207394162524,0.5738188288386774
P0146,Cetaphil Daily Facial Cleanser,beauty,CETAPHIL human,plastic,India,0.3163334916700603,0.00932198869279065,0.05503742515317686,0.28108639316142325
P0032,Maybelline New York Super Stay Matte Ink Liquid Lipstick,beauty,MAYBELLINE,"polyurethane, pvc",China,0.4490263351698536,0.09493834256658411,0.18812418060509506,0.5089781396112335
P0286,Maybelline Mattmaker Matte Lipstick,beauty,MAYBELLINE,plastic,China,0.44921407934520374,0.07402503802807464,0.364112334778003,0.5347569688661902
P0163,Talking Beauty Body Lotion 500Ml,fashion,AMERICAN EAGLE,"acrylic, polyester",China,0.20862068574011988,0.16005953065660303,0.24564490513343815,0.4013631548059336
P0100,Maybelline Color Sensational Shine Compulsion Lipstick,beauty,MAYBELLINE,"polyethylene, polypropylene",USA,0.048281659242921646,0.062014372803337714,0.34916220886864174,0.2941905790149866
P2046,H&M Cotton Jersey T-Shirt,fashion,H&M admit,80% cotton,China,0.19146978553110267,0.06450227079944265,0.10271889593632895,0.21613869878669806
P0115,L'Oreal Paris Colour Riche Le Mat Lipstick,beauty,L'OREAL,"polyethylene, polypropylene",China,0.16887621270580913,0.15780392344408603,0.2413325289554586,0.43520078619374136
P1179,Maybelline Color Show 107 Cobalt Blue,beauty,MAYBELLINE,plastic,China,0.3643081637380896,0.08452065230990667,0.5618442159849295,0.36141465749948953
P1119,"Maybelline New York Super Stay Matte Ink Liquid Lipstick, 0.22 Fl Oz",beauty,MAYBELLINE PM,plastic,China,0.3691630405813778,0.3121915478263762,0.7943582102146062,0.8783635847730742
P0479,Maybelline New York Superstay Matte Ink Liquid Lipstick In 132 Touch Of Spice,beauty,MAYBELLINE NEW YORK player,polypropylene,China,0.22237074169784218,0.00885684998407958,0.12256437372921276,0.42070922127771393
P2726,Maybelline Creamy Matte Lipstick,beauty,MAYBELLINE,"plastic, synthetic",China,0.30920566495605417,0.18567430502796034,0.3010767779470828,0.05918481229786619
P0261,Maybelline Superstay Matte Ink Lipstick- Pale Rose,beauty,MAYBELLINE,plastic,China,0.18324301696405787,0.0638402929011599,0.2273874047728126,0.29945120730899377
P2046,H&M Cotton Jersey T-Shirt,fashion,H&M,80% cotton,China,0.20491961472594566,0.057394002097413736,0.12047491380569224,0.2676251019789919
P0217,Macadamia Natural Oil Deep Repair Mask,beauty,MACADAMIA,"caprylic, parfum",USA,0.41507529322905706,0.0554374641861464,0.24059398151233058,0.35938351352392633
P0052,Maybelline Lipstick,beauty,MAYBELLINE,"metal, plastic",China,0.8117281142742279,0.4031871439077007,0.20637542126759034,0.4111377502086121
P0165,Maybelline Lipstick,beauty,MAYBELLINE,"cotton, polyester",India,0.10234645611926227,0.033493576593394414,0.4551381194486683,0.8290276469529699
P0443,Wet N Wild Megalast Liquid Catsuit Matte Lipstick,beauty,WET N WILD,pet,China,0.08199300589731737,0.44327543796584035,0.5485262858488917,0.6747130787020745
P1171,Garnier Light Complete Care Lightening And Brightening Cream Cleanser,beauty,GARNIER,"aqua, neopentyl glycol diheptanoate",Made in India,0.7132112568873372,0.10616686581596443,0.29376189345743736,0.4421755011178081
P0261,Maybelline Superstay Matte Ink Lipstick- Pale Rose,beauty,MAYBELLINE,plastic,China,0.2431650671550658,0.04011672138514667,0.21409850850004175,0.2547917794542306
P0140,Maybelline New York Color Show Nail Lacquer 650 Blue Me Away,beauty,MAYBELLINE,plastic,Indonesia,0.30608194997402,0.10336556086965447,0.9076911723843174,0.7485967271888313
P1200,Maybelline New York - Superstay Ink Crayon 1030 Matte,beauty,MAYBELLINE,"pet, plastic",China,0.3171784850797527,0.07261017475838712,0.15416887550638733,0.260214239710453
P0238,"Maybelline New York, Lipstick, Nude Illusion, Nude Illusion, 310 Illuminating Nude, 310 Illuminating Nude",beauty,MAYBELLINE NEW YORK,plastic,China,0.38479591834989213,0.10400651151717824,0.4080932782965774,0.9526435058667816
P0979,Maybelline New York Great Lash Big Mascara,fashion,MAYBELLINE NEW YORK employee,plastic,China,0.16899445976424754,0.03364100758254402,0.27700494141647136,0.9632627206578982
P0805,Maybelline Lipstick,beauty,MAYBELLINE,"glass, other plastic",China,0.23767478106429865,0.34809594603065586,0.16861376393881072,0.19525003630722096
P0226,Sunsilk Hair Color Colour Protect Shampoo 285 Ml,beauty,SUNSILK,plastic,India,0.617247443779581,0.08041517563983588,0.2249954928063335,0.7284372830888797
P0017,Maybelline Super Stay Matte Ink Liquid Lipstick,fashion,MAYBELLINE,"polyester, spandex",USA,0.1553791796405527,0.05765321965506238,0.20767089377137007,0.5789012792613432
P1452,"Maybelline New York Vivid Matte Liquid, Honey Bee",beauty,MAYBELLINE NEW YORK,"plastic, polyethylene",China,0.36166285549421956,0.29162569961869883,0.20721320039096497,0.30897046906881237
P2431,Maybelline Lipstick,beauty,MAYBELLINE strategy,"plastic, polyester",China,0.7011370554386643,0.15726625280263395,0.45661503839516304,0.7818799763516848
P0089,"Maybelline - Superstay Ink Crayon Waterproof Liquid Lipstick, 807",beauty,MAYBELLINE hope,cotton,China,0.6505308618342432,0.029507202727154853,0.5979415138787058,0.6421529574954143
P1520,Maybelline New York - Superstay Ink Crayon Lipstick - 120 Pink Dynamite,beauty,MAYBELLINE forget,plastic,China,0.21657593327403185,0.17773083623668778,0.20944247058494075,0.11984602720460802
P0240,Maybelline Color Sensational Lipstick,fashion,MAYBELLINE,"non-textile, plastic",China,0.213514691414194,0.05753084965732325,0.07603845305337623,0.23393303209561928
P0459,Burt'S Bees Lip Shimmer Lipstick In Honey,beauty,BURT'S BEES,plastic,China,0.41307072457724836,0.050227173613609344,0.5087794744875151,0.2728982303881705
P0103,Essence Stay With Me Foundation 30Ml,beauty,ESSENCE,"nylon, plastic",China,0.30757330369423047,0.06476048568193356,0.3741777913593338,0.1838809842866022
P0032,Maybelline New York Super Stay Matte Ink Liquid Lipstick,beauty,MAYBELLINE,"polyurethane, pvc",China,0.3761117061033738,0.09659987356193162,0.1054082413628836,0.5698894730620979
P0245,Original Beauty Blender,beauty,ORIGINAL BEAUTY BLENDER,nylon,China,0.4933487667375285,0.2938554009423191,0.6147346689667131,0.11854979801637985
P0117,Maybelline Super Stay Matte Ink Liquid Lipstick In 'True Red',fashion,MAYBELLINE,"polyester, polyurethane",China,0.35854683925775976,0.32822544090956424,0.41342516702857074,0.3740572741413177
P0587,Golden Mink 25,beauty,MAYBELLINE treat,plastic,China,0.13805088455641534,0.15927313914068664,0.36419246825360774,0.4937335559702478
P0097,Women'S Nightdress,beauty,MAYBELLINE,"plastic, polyester",China,0.440628428822479,0.029436403388596218,0.22452944653873938,0.23311644930215425
P0413,Maybelline New York Super Stay Matte Ink Liquid Lipstick,beauty,MAYBELLINE series,"plastic, polybutylene terephthalate",China,0.07843964008885917,0.25825980204568216,0.30318921498628415,0.5632929791207432
P0815,Skin Fit Concealer,beauty,L'OREAL PARIS,plastic,China,0.2091688486981224,0.16105363411905185,0.2250333618298118,0.09137821076239269
P1138,Maybelline Baby Skin Instant Pore Eraser Primer,beauty,MAYBELLINE,plastic,China,0.40106593869443186,0.06420692539351643,0.25981006386384875,0.6070957111313913
P1643,Maybelline New York Color Sensational The Loaded Bolds Lipstick,beauty,MAYBELLINE,"plastic, polypropylene",Philippines,0.13749916225423098,0.010525890464406407,0.04221079420552182,0.16791356971275198
P0080,Purelash Big Eyes Mascara,beauty,MAYBELLINE,plastic,China,0.8176141768762925,0.19303759838670323,0.5342867293185456,0.5328610997599204
P1727,Maybelline Colorsensational Lipstick,beauty,MAYBELLINE,plastic,China,0.21538634122935668,0.4306776939055996,0.2569598640221072,0.6529193232419809
P0156,Maybelline New York - Color Sensational Lip Liner - Matte,fashion,MAYBELLINE NEW YORK,cotton,China,0.17078718270058146,0.045627492510750135,0.11118422033446647,0.28478355128304317
P1257,Maybelline Lipstick,beauty,MAYBELLINE,"metal, plastic",China,0.7365190843890264,0.14252034618226295,0.7389319179089501,0.291872047588726
P0079,Cetaphil Gentle Skin Cleanser,beauty,CETAPHIL either,"paper, plastic",USA,0.16241100640284803,0.1383431177137991,0.19155064778698339,0.19443903853478625
P0227,Maybelline New York Color Sensational Lipcolor,fashion,MAYBELLINE NEW YORK rather,"plastic, viscose",China,0.568852091313521,0.13450948380988623,0.21220186933307472,0.609451588955479
P0058,"Maybelline - Color Sensational Creamy Matte Lipstick, Watermelon Crush",beauty,MAYBELLINE,plastic,China,0.7680552720364724,0.442698046181129,0.7245084543270327,0.7208326476259952
P0057,Maybelline Super Stay Matte Ink Liquid Lipstick - Very Violet,fashion,MAYBELLINE,polyester,China,0.4514334037728536,0.0,0.553597051538743,0.9566751025036849
P0585,Lipstick,beauty,MAYBELLINE,"plastic, polyethylene",China,0.3588680847946674,0.037454639317687825,0.39949147935409945,0.22552296270356192
P0989,Mascara,beauty,COVERGIRL sound,plastic,USA,0.15109501170376816,0.02553379621482108,0.228937383862037,0.762378018161268
P1540,Maybelline - Colossal Chaotic Mascara (Black),beauty,MAYBELLINE,"glass, plastic",China,0.6854147707607228,0.056107238506577436,0.7070988197420351,0.5637455560792749
P1250,Maybelline - New York - Superstay Ink Crayon Matte Liquid Lipstick - 050 - Red,beauty,MAYBELLINE nature,polyethylene terephthalate,China,0.3318099741812809,0.1590736221378157,0.3264949033653964,0.5399513808392555
P1198,Maybelline Lipstick,beauty,MAYBELLINE,metal,China,0.5587531481965773,0.09756531432158719,0.3600966508031891,0.4808001199970113
P0360,L'Oreal Paris Super Liner Gel Intenza,beauty,L'OREAL PARIS,organic,China,0.6188242914212904,0.36148513808618843,0.16526488252941232,0.6962246649978576
P0058,"Maybelline - Color Sensational Creamy Matte Lipstick, Watermelon Crush",beauty,MAYBELLINE purpose,plastic,China,0.7623306720297823,0.4580898802887181,0.6888358904361361,0.6611713001044689
P0983,Maybelline Superstay Matte Ink Liquid Lipstick,beauty,MAYBELLINE NEW YORK,plastic,China,0.40503344869494334,0.13275026918735147,0.11146228981714075,0.5656527664271142
P0377,Maybelline Super Stay Matte Ink Liquid Lipstick,beauty,MAYBELLINE,"polyethylene, polypropylene",China,0.3605245261232155,0.20495312350816605,0.19700370596107614,0.18134666352538642
P1121,Maybelline New York Matte Lipstick,beauty,MAYBELLINE,"metal, plastic",China,0.28063371870519166,0.302698688249804,0.23138833191993913,0.189583565180149
P0305,Maybelline Fit Me Matte Foundation,beauty,MAYBELLINE,plastic,India,0.12645065830532395,0.054178503013964166,0.6212258907691357,0.04138482803902033
P0181,L'Oreal Paris True Match Blush In 120 True Spice,beauty,L'OREAL PARIS,paper,China,0.12201004550703269,0.07573360140134039,0.1324180090907719,0.3820049798468412
P1250,Maybelline - New York - Superstay Ink Crayon Matte Liquid Lipstick - 050 - Red,beauty,MAYBELLINE,polyethylene terephthalate,China,0.30897754284135004,0.14784194492089126,0.335108496107672,0.46046239226705443
P0099,Maybelline New York Color Sensational Lipstick,beauty,MAYBELLINE,plastic,China,0.32210940487966205,0.04972990977474074,0.0,0.8197802077149606
P0805,Maybelline Lipstick,beauty,MAYBELLINE,"glass, other plastic",China,0.22116153458109208,0.3427198768338221,0.1942954740367983,0.09798961623017846
P1806,Garnier Pure Active Blackhead Eliminating Scrub,beauty,GARNIER,"pet, plastic",China,0.1216463085774294,0.0706155199124804,0.08840570097053052,0.2548123015938882
P0435,"Nail Lacquer 250, 10.5 Ml",beauty,MAYBELLINE,"plastic, polyurethane",Italy,0.033090072654069276,0.022935954061897704,0.26052990758027167,0.7875209763725746
P0075,Maybelline New York Baby Lips Moisturizing Lip Balm,beauty,MAYBELLINE,polypropylene,China,0.36693968866174925,0.016609749146783183,0.2716523937563297,0.4635772334253898
P0323,Ruby Woo Matte Lipstick,beauty,MAC respond,"acrylic, plastic",USA,0.43287328288615956,0.28024310053402474,0.2831723803636047,0.37395143927186403
P0068,Maybelline Lipstick,beauty,MAYBELLINE,plastic,China,0.8006614536319098,0.0393704694867513,0.4533653307757984,0.5581532079330709
P0203,Maybelline Super Stay Matte Ink Lipstick,beauty,MAYBELLINE,polypropylene,China,0.5697754705154333,0.20673631759364935,0.18210815068484576,0.20811882831838782
P0990,Lush Naughty Nice,beauty,LUSH,"organic coconut oil, organic cotton",China,0.5053515971734726,0.0,0.49519732621521473,0.1845106480573106
P0113,H&M T-Shirt,fashion,H&M,plastic,China,0.10233875345331683,0.1601508212493064,0.17763111536155612,0.14588261642344344
P0360,L'Oreal Paris Super Liner Gel Intenza,beauty,L'OREAL PARIS,organic,China,0.5991201842401096,0.3844465366094881,0.13328015984625238,0.7291570921416084
P0079,Cetaphil Gentle Skin Cleanser,beauty,CETAPHIL,"paper, plastic",USA,0.14392063244903958,0.15428376189451878,0.13618539496169024,0.1987911979612174
P0308,Maybelline New York - Super Stay Matte Ink Liquid Lipstick - 40 - Uninhibited,fashion,MAYBELLINE NEW YORK,synthetic,China,0.34848516743864083,0.09137825556389848,0.27105207290949546,0.44294652694127484
P0085,Maybelline New York Color Sensational Shine Compulsion Lipstick,beauty,MAYBELLINE NEW YORK,plastic,Denmark,0.348794122522857,0.0633921172444037,0.22116251009745544,0.3590806141646421
P0014,Maybelline Superstay Matte Ink Liquid Lipstick,beauty,MAYBELLINE,plastic,China,0.3744586313151694,0.06530566061141335,0.6630118908783915,0.222636335308714
P1553,"Maybelline New York Color Jolt Lip Paint, 080 Starlit",beauty,MAYBELLINE NEW YORK where,"acrylic, glass",China,0.2215024128760107,0.07852758833421475,0.07866639988403469,0.6623695576101699
P0090,Skin Care - Multi-Functional Care Cream,beauty,AVENE,water,France,0.2908182446778256,0.09581134127533036,0.27690115223819967,0.14098364623349185
P0027,Mascara,beauty,MAYBELLINE,"plastic, rubber",China,0.7855192125586082,0.13208078246973376,0.05580593850763247,0.793171960254515
P0641,Maybelline Lipstick,beauty,MAYBELLINE,plastic,China,0.3800665667605809,0.11581533667550531,0.5634985347701196,0.2369206785960205
P0464,Mascara,beauty,MAYBELLINE,plastic,China,0.4053400219336571,0.10558812192483782,0.42552116329666684,0.4326910550779264
P0732,Maybelline New York - Creamy Matte Lipstick,beauty,MAYBELLINE,polypropylene,China,0.47776723631890106,0.23570448048826903,0.1876760726463223,0.743590479068514
P1111,Pure Glow Eyeshadow Palette,beauty,MAYBELLINE,"polyethylene, polypropylene",China,0.4535634738923222,0.20927952714177767,0.3581085907091822,0.7068687964554152
P0112,Maybelline Lipstick - Brown,beauty,MAYBELLINE,plastic,China,0.36287919270398666,0.5456413353038148,0.38093548524060983,0.6514108236047574
P0187,L'Oreal Professionnel Inoa Color Libre Permanent Cream 300 Medium Brown,beauty,L'OREAL,"plastic, synthetic",France,0.19756018554429605,0.013684980989891127,0.3876997918002613,0.05975806537196247
P0052,Maybelline Lipstick,beauty,MAYBELLINE,"metal, plastic",China,0.8782751992394449,0.4014751998533395,0.24051843207899587,0.4334281305818866
P0281,Tresemmé Keratin Smooth Shampoo,beauty,TRESEMMÉ stand,"hydrocarbons, plastic",China,0.17880534596407324,0.25548959124474335,0.4280694510691523,0.5580226021223752
P0056,Dove Nutritive Solutions Nourishing Shampoo,beauty,DOVE,"cotton, polyethylene",USA,0.34748452384332856,0.06074971969443818,0.16486125708072724,0.7940487878287036
P0409,Maybelline Superstay Matte Ink Liquid Lipstick - 300 Painted Purple,beauty,MAYBELLINE,"polyethylene, polypropylene",India,0.3981404873813384,0.1854607474472477,0.21008003131549222,0.02833222369848764
P0128,Maybelline Dream Pure Bb,fashion,MAYBELLINE,plastic,China,0.0145741655933554,0.08406197594448436,0.24851032610623613,1.0074655082032349
P1157,Maybelline Baby Lips Moisturizing Lip Balm,beauty,MAYBELLINE,plastic,China,0.5671245759311013,0.0710832287686652,0.24898357488943168,0.37603409244280844
P0578,Mega Gloss Lipstick,beauty,MAYBELLINE certain,"polypropylene, propylene glycol",Mexico,0.6666199018072222,0.06251539234515961,0.2824718168853761,0.1312318914393284
P0494,Maybelline Lipstick,beauty,MAYBELLINE,plastic,China,0.5076980427024993,0.0,0.4154432399323438,0.7764472987365214
P0672,Maybelline New York Superstay Matte Ink Lipstick,beauty,MAYBELLINE,polybutylene terephthalate,United States,0.17104912722978902,0.16625775074780633,0.29435491325808427,0.5809647000125471
P0147,"Cetaphil Gentle Skin Cleanser, 200Ml",beauty,CETAPHIL,"plastic, polyethylene",USA,0.0366049345289052,0.10402090843924358,0.4430918836307844,0.9498195510236018
P0011,H&M Cotton T-Shirt,fashion,H&M,"30% organic cotton, 70% recycled cotton",China,0.45006941186767657,0.08083439208021873,0.3608981957518231,0.460493542001533
P0442,Dove Dermaseries Sensitive Skin Hydration Cream,beauty,DOVE,"aloe vera, cocoa butter",United States,0.20221455401717195,0.07686342774493791,0.2570004536405029,0.9428307231904878
P1390,Extra Volume Mascara,beauty,L'ORÉAL,plastic,China,0.09714460270433471,0.16202042909711933,0.00036986381302399514,0.4135590264245476
P0133,Maybelline New York Leo Juicy Plum,fashion,MAYBELLINE NEW YORK,cotton,China,0.16444648702744677,0.38314690485801284,0.34879776944295543,0.35168342374440914
P0939,Body Makeup,beauty,MAYBELLINE senior,"acrylic, propylene glycol",China,0.2675509670842733,0.07979495963429904,0.29086224232964447,0.22664212751546742
P0266,Maybelline New York Color Sensational Lipstick In Brown Sugar,beauty,MAYBELLINE NEW YORK,plastic,China,0.799168184260995,0.30830757895156147,0.3043620332628053,0.37425924142974437
P0049,Maybelline Lipstick,beauty,MAYBELLINE,plastic,China,0.7671357763786768,0.12795512514662594,0.6262831037052752,0.7216412222584498
P2758,"Maybelline Volum' Express The Rocket Mascara, Black Waterproof 0.33Oz",beauty,MAYBELLINE,"cotton, plastic",USA,0.5320174395887344,0.03088477231513938,0.21521002674455156,0.6721839234155146
P0115,L'Oreal Paris Colour Riche Le Mat Lipstick,beauty,L'OREAL,"polyethylene, polypropylene",China,0.13950316037346083,0.1408955638322467,0.26116885898752656,0.38664986030482507
P0207,Maybelline Color Sensational Lipstick,beauty,MAYBELLINE,plastic,India,0.3241996067644878,0.04951501184121866,0.33305845602123985,0.18014689440289267
P5207,Maybelline New York Fit Me! Matte + Poreless Liquid Foundation,beauty,MAYBELLINE NEW YORK,"plastic, polypropylene",Mexico,0.6300985668571891,0.2948617971719633,0.4444374055957254,0.3690554104641932
P5896,Marshmallow Lipstick,beauty,REVLON,"polyethylene, polypropylene",Germany,0.3285798248224924,0.17745841949909005,0.11854839871859019,0.6186851691273673
P0203,Maybelline Super Stay Matte Ink Lipstick,beauty,MAYBELLINE,polypropylene,China,0.5566104967581922,0.24833857129763953,0.1642238013921849,0.24748997055402283
P0941,Maybelline Color Sensational - Burnished Bronze Lipstick,beauty,MAYBELLINE more,plastic,China,0.18815985527439336,0.05838083050440018,0.9135596338792051,0.4529367555578026
P0145,Mua Luxe Velvet Lip Lacquer,fashion,MUA everything,100% polyester,China,0.35499904107717417,0.02317768456725048,0.7209987325974322,0.7488630625620697
P0483,Nyx 3 In 1 Waterproof Eyeliner Eye Shadow Eyebrow Pencil,beauty,NYX PROFESSIONAL MAKEUP,synthetic,China,0.5340371120396005,0.04689546970310035,0.43497848129074773,0.7909801610528011
P0418,Maybelline Lipstick,beauty,MAYBELLINE,"polyethylene, polypropylene",China,0.7764731957874231,0.0458130488258693,0.35005759854774643,0.4684393842166295
P0802,Maybelline Color Elixir Tinted Lip Balm,beauty,MAYBELLINE,"acrylic, plastic",USA,0.2968257644814325,0.5553463633764992,0.15353103787541722,0.29915927355922356
P2067,Maybelline New York Matte Lipstick,fashion,H&M,rayon,China,0.5810090632810226,0.04621389319152524,0.36118684857434064,0.39230662827832974
P0834,Fabric Softener (Gentle),beauty,GAIN,plastic,China,0.3140977380984161,0.5174074294063391,0.6193284793441501,0.7677096112036954
P0000,Maybelline New York - Color Sensational Lipstick,beauty,MAYBELLINE,"nylon, polyester",China,0.2594803897037884,0.07666724103346127,0.1898204667709229,0.7348638207090082
P0385,Eye Shadow,beauty,MAYBELLINE sure,"polyester, rubber",China,0.1758906648828574,0.14563820781278852,0.1512739512338252,0.39211994311016185
P1631,Vichy Capital Soleil Dry Touch Sun Face Cream Spf50+ 100Ml,beauty,VICHY,other,France,0.20950949075216482,0.15906710593301937,0.3141224908516546,0.5781785481570435
P2046,H&M Cotton Jersey T-Shirt,fashion,H&M off,80% cotton,China,0.24943327518155106,0.12089907050148507,0.018169265886037893,0.27666099648973114
P0070,Maybelline New York Matte Lipstick,beauty,MAYBELLINE,synthetic,Mexico,0.48873808212266845,0.1493739459339903,0.4234938921980203,0.13113281078454628
P0682,Burts Bees Lipstick,beauty,BURT'S BEES decade,"castor oil, organic cotton",China,0.5405791219014238,0.07511331495291093,0.37009759169527473,0.47519981418739277
P1887,Cotton T-Shirt,fashion,H&M we,cotton,China,0.12649173889325122,0.011962320484036377,0.49997886800016245,0.01093753194089906
